Text,Domain,Predicted domain,Intent,Predicted intent,Slots,Predicted slots
what shops are within ten miles,recommendation,recommendation,recommendation_locations,recommendation_locations,O B-business_type O B-place_name I-place_name I-place_name,O B-business_type O B-place_name O I-place_name
cisco system,recommendation,social,recommendation_movies,social_post,O O,B-business_name O
where is a good wine bar near me,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O B-business_type I-business_type O O,O O O O B-business_type B-business_type O O
which bar has the most affordable drinks near sixth street,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O O O O O B-place_name I-place_name,O B-business_type O O O B-business_type B-business_type O B-place_name I-place_name
what's the next event at the library,recommendation,calendar,recommendation_events,calendar_query,O O O O O O B-place_name,O O O O O O B-place_name
are there any good pizza places around here,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O B-business_type I-business_type O O,O O O O B-food_type B-business_type O O
look for shopping mall in sacramento for women's clothes,recommendation,recommendation,recommendation_locations,recommendation_locations,O O B-business_type I-business_type O B-place_name O O O,O O B-business_type B-business_type O B-place_name O B-business_type O
movies with good reviews,recommendation,general,recommendation_movies,general_quirky,O O O O,O O O O
is there a sporting event tomorrow in chicago,recommendation,recommendation,recommendation_events,recommendation_events,O O O B-event_name I-event_name B-date O B-place_name,O O O B-event_name O B-date O B-place_name
search for local shops,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O,O O O B-business_type
what's going on around here this weekend,recommendation,news,recommendation_events,news_query,O O O O O B-date I-date,O O O O O B-date I-date
olly i need a drink,iot,general,iot_coffee,general_quirky,O O O O O,O O O O O
i need a drink,iot,general,iot_coffee,general_quirky,O O O O,O O O O
what are some theme parks nearby,recommendation,recommendation,recommendation_events,recommendation_locations,O O O B-event_name I-event_name O,O O O B-business_type I-place_name O
where is the nearest walmart,recommendation,transport,recommendation_locations,recommendation_locations,O O O O B-business_name,O O O O B-business_name
tell me all events for today in my city,recommendation,calendar,recommendation_events,calendar_query,O O O O O B-date O O O,O O O O O B-date O B-place_name I-place_name
olly please list the best clothing shops near me,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O O B-business_type I-business_type O O,O O O O O B-business_type B-business_type O O
find gluten free bakery near me,recommendation,recommendation,recommendation_locations,recommendation_locations,O B-business_type I-business_type I-business_type O O,O B-business_name I-business_name B-business_type O O
i need to find a gift what stores are within a one mile radius,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O B-business_type I-business_type O B-business_type O B-place_name I-place_name I-place_name I-place_name I-place_name,O O O O O O O O O O O O O O
what's happening around town,recommendation,recommendation,recommendation_events,recommendation_events,O O B-place_name I-place_name,O O O B-place_name
when does panama city mall open,recommendation,recommendation,recommendation_events,recommendation_locations,O O B-business_name I-business_name I-business_name O,O O B-place_name I-place_name I-place_name O
refer local current events,recommendation,recommendation,recommendation_events,recommendation_events,O B-event_name I-event_name I-event_name,O O O O
kung fu panda three,recommendation,play,recommendation_movies,play_game,B-movie_name I-movie_name I-movie_name I-movie_name,B-game_name I-game_name I-game_name I-game_name
i need to go to dundee at five am on sunday by train,transport,transport,transport_ticket,transport_ticket,O O O O O B-place_name O B-time I-time O B-date O B-transport_type,O O O O O B-place_name O B-time I-time O B-date O O
olly book me a ticket to paris on eurostar this weekend,transport,transport,transport_ticket,transport_ticket,O O O O O O B-place_name O B-transport_name B-date I-date,O O O O O O B-place_name O B-place_name B-date I-date
can you book an uber after i left for office,transport,transport,transport_taxi,transport_taxi,O O O O B-transport_agency O O O O O,O O O O B-transport_agency O O O O B-place_name
google train tickets to washington d. c.,transport,transport,transport_ticket,transport_query,O B-transport_type O O B-place_name I-place_name I-place_name,O B-transport_type O O B-place_name I-place_name I-place_name
please purchase a train ticket for this weekend,transport,transport,transport_ticket,transport_ticket,O O O B-transport_type O O O B-time,O O O B-transport_type O O B-date I-date
what is the traffic like on my commute home at five,transport,transport,transport_query,transport_traffic,O O O O O O O O B-place_name O B-time,O O O O O O O O O O B-time
tell me about city traffic,transport,transport,transport_traffic,transport_traffic,O O O B-place_name O,O O O O O
california,transport,recommendation,transport_query,general_quirky,B-place_name,B-place_name
new york,transport,recommendation,transport_query,recommendation_events,B-place_name I-place_name,B-place_name I-place_name
book a first class ticket in the next train to miami,transport,transport,transport_ticket,transport_ticket,O O B-transport_descriptor I-transport_descriptor O O O O B-transport_type O B-place_name,O O O O O O O O B-transport_type O B-place_name
call yellow cab,transport,transport,transport_taxi,transport_taxi,O B-transport_type I-transport_type,O B-transport_agency B-transport_type
book a train ticket for one one way for this tuesday at nine am,transport,transport,transport_ticket,transport_ticket,O O B-transport_type O O O B-transport_descriptor I-transport_descriptor O O B-date O B-time I-time,O O B-transport_type O O O O O O O B-date O B-time I-time
can you please book train tickets for two for this friday,transport,transport,transport_ticket,transport_ticket,O O O O B-transport_type O O O O O B-date,O O O O B-transport_type O O O O B-date B-date
check time of ten thousand eight hundred and eighty seven train from luni station on tuesday,transport,transport,transport_query,transport_query,O O O B-transport_name I-transport_name I-transport_name I-transport_name I-transport_name I-transport_name I-transport_name B-transport_type O B-place_name I-place_name O B-date,O O O B-time I-time I-time I-time I-time I-time I-place_name B-transport_type O B-place_name I-place_name O B-date
book a train ticket from baltimore maryland to new york new york,transport,transport,transport_ticket,transport_ticket,O O B-transport_type O O B-place_name I-place_name O B-place_name I-place_name I-place_name I-place_name,O O B-transport_type O O B-place_name I-place_name O I-place_name I-place_name I-place_name I-place_name
what is the commute time to the theater,transport,transport,transport_query,transport_traffic,O O O O O O O B-place_name,O O O O O O O B-place_name
uber me to the airport,transport,transport,transport_taxi,transport_taxi,B-transport_agency O O O B-place_name,B-transport_type O O O B-place_name
how do i get home from here,transport,transport,transport_query,transport_query,O O O O B-place_name O O,O O O O O O O
i need a ride home,transport,transport,transport_taxi,transport_taxi,O O O O B-place_name,O O O B-transport_type O
book me a cab going to location,transport,transport,transport_taxi,transport_taxi,O O O B-transport_type O O O,O O O B-transport_type O O B-place_name
i need to get a ticket via train to orlando from hwood,transport,transport,transport_ticket,transport_ticket,O O O O O O O B-transport_type O B-place_name I-place_name I-place_name,O O O O O O O B-transport_type O B-place_name O B-place_name
i need to get a ticket via train to orlando from hwood,transport,transport,transport_ticket,transport_ticket,O O O O O O O B-transport_type O B-place_name I-place_name I-place_name,O O O O O O O B-transport_type O B-place_name O B-place_name
how is traffic in city,transport,transport,transport_traffic,transport_traffic,O O O O O,O O O O B-place_name
navigation search,transport,qa,transport_query,qa_factoid,O O,O O
call an uberpool to get me at long island bar,transport,transport,transport_taxi,transport_taxi,O O B-transport_type O O O O B-place_name I-place_name I-place_name,O O B-transport_agency O O O O B-place_name I-place_name I-place_name
train times from near me to location,transport,transport,transport_query,transport_query,O O O O O O B-place_name,B-transport_type O O O O O O
where is the public library,transport,qa,transport_query,qa_factoid,O O O B-business_type I-business_type,O O O O O
please book a ticket of rajdhani express train from jaipur,transport,transport,transport_ticket,transport_ticket,O O O O O B-transport_name I-transport_name B-transport_type O B-place_name,O O O O O O B-transport_type B-transport_type O B-place_name
how do i get to the mall,transport,transport,transport_query,transport_query,O O O O O B-place_name I-place_name,O O O O O O B-place_name
how is the traffic at the moment,transport,transport,transport_traffic,transport_traffic,O O O O O B-time I-time,O O O O O O O
what is the timing of bagmati express,transport,transport,transport_query,transport_query,O O O O O B-transport_name I-transport_name,O O O O O B-place_name O
book a train ticket weekend of the twenty sixth phoenix to los angeles,transport,transport,transport_ticket,transport_ticket,O O B-transport_type O B-date I-date I-date I-date I-date B-place_name O B-place_name I-place_name,O O B-transport_type O B-date O O I-date I-date I-date O B-place_name I-place_name
look up the map to stores near me,transport,recommendation,transport_query,recommendation_locations,O O O O O B-business_type O O,O O O O O B-business_type O O
what is the nearest pizza shop,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O B-business_type I-business_type,O O O O B-food_type B-business_type
i want sweet potato pie from a local bakery,lists,cooking,lists_createoradd,cooking_recipe,O O O O O O O O O,O O B-food_type I-food_type I-food_type O O O B-business_type
i want tickets to the sold out concert on saturday night,general,calendar,general_quirky,calendar_set,O O O O O O O O O B-date B-timeofday,O O O O O O O B-event_name O B-date B-time
can you create a sugar free diet for me and create a shopping list for the ingredients,general,lists,general_quirky,lists_createoradd,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-list_name O O O O
why isn't adam sandler funny,qa,general,qa_factoid,general_quirky,O O B-person I-person O,O O B-person I-person O
what is robin williams birthday,qa,qa,qa_factoid,qa_factoid,O O B-person I-person O,O O B-person I-person B-event_name
tell me billy crytals address,qa,email,qa_factoid,email_querycontact,O O B-person I-person O,O O B-person I-person B-personal_info
drive the car and bring my friends over,general,general,general_quirky,general_quirky,O O O O O O O O,O O O O O O B-relation O
tell me all about hurricane,qa,general,qa_definition,general_quirky,O O O O B-definition_word,O O O O B-news_topic
can you cook something special for me and my wife,general,cooking,general_quirky,cooking_recipe,O O O O O O O O O B-relation,O O O O O O O O O B-relation
do you know jessica snout's phone number,qa,email,qa_factoid,email_querycontact,O O O B-person I-person O O,O O O B-person I-person B-personal_info I-personal_info
remind me to contact old friends that i have not talked with in six months before they pass,calendar,calendar,calendar_set,calendar_set,O O O O O O O O O O O O O O O O O O,O O O O B-relation B-relation O O O O O O O I-date I-date O I-date I-time
check for all the movie theater prices and availability for a newly released movie in my location,recommendation,recommendation,recommendation_movies,recommendation_movies,O O O O O O O O O O O O O O O O O,O O O O O B-business_type O O O O O O O O O O O
i need to talk to mom,general,email,general_quirky,email_querycontact,O O O O O B-relation,O O O O O B-relation
tell me how are the results of assembly elections in delhi going to come out,news,news,news_query,news_query,O O O O O O O O O O B-place_name O O O O,O O O O O O O B-news_topic I-news_topic O B-place_name O O O O
do you know math,qa,qa,qa_maths,qa_factoid,O O O O,O O O O
location,qa,calendar,qa_definition,calendar_set,O,O
what is the quickest way to my work downtown without hitting any traffic,transport,transport,transport_query,transport_traffic,O O O O O O O O B-place_name O O O O,O O O O O O O B-place_name I-place_name O O O O
what does priyanka chopra do to look beautiful,general,qa,general_quirky,qa_factoid,O O B-person I-person O O O O,O O B-person I-person O O O O
where does kate middleton buy her kids clothes,general,qa,general_quirky,qa_factoid,O O B-person I-person O O O O,O O B-person I-person O O B-relation O
why does sofia vergara look so young,general,qa,general_quirky,qa_factoid,O O B-person I-person O O O,O O B-person I-person O O O
what was george eliot's first november el,qa,qa,qa_factoid,qa_factoid,O O B-person I-person O O O,O O B-person I-person O I-date O
who is celebrity,qa,general,qa_factoid,general_quirky,O O O,O O O
what does celebrity do,qa,general,qa_factoid,general_quirky,O O O O,O O O O
can you make dinner for me,general,iot,general_quirky,iot_coffee,O O O O O O,O O O B-meal_type O O
alexa i've got dollars for the month how much can i spend every day this month,qa,qa,qa_maths,qa_factoid,O O O O O O O O O O O O B-general_frequency I-general_frequency B-date I-date,O O O O O O O O O O O O B-general_frequency I-general_frequency B-date I-date
i want to know what supermarket near me has the best price on gluten free bread,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O O B-business_type O O O O O O O B-food_type I-food_type I-food_type,O O O O O B-business_type O O O O O O O O O O
i would like it to be able to compute answer from search results like wolfram alpha does,general,qa,general_quirky,general_quirky,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
when will the world end,general,qa,general_quirky,qa_factoid,O O O O O,O O O O O
what time are the hockey games tonight,general,calendar,general_quirky,calendar_query,O O O O O O B-timeofday,O O O O B-event_name I-event_name B-timeofday
send a funny message to all of my friends,social,social,social_post,social_post,O O O O O O O O O,O O O O O O O O B-relation
what store is having sales tomorrow,general,recommendation,general_quirky,recommendation_events,O O O O O B-date,O B-business_type O O O B-date
what causes osteoperosis,general,qa,general_quirky,qa_factoid,O O O,O O O
tell me what the product of eighteen and thirty one is,qa,qa,qa_maths,qa_definition,O O O O O O O O O O O,O O O O O O O O O O O
can you show me a list of all my recent commands,general,lists,general_quirky,lists_query,O O O O O O O O O O O,O O O O O O O O O O O
please give me the winning lottery numbers for this weekend,general,calendar,general_quirky,calendar_query,O O O O O O O O B-date I-date,O O O O B-event_name I-event_name O O B-date I-date
why is the earth round,general,qa,general_quirky,qa_factoid,O O O O O,O O O O O
wanna netflix and chill,general,play,general_quirky,play_podcasts,O O O O,O O O O
where was will ferrell seen last night,general,qa,general_quirky,qa_factoid,O O B-person I-person O B-date I-date,O O B-person I-person O B-date I-date
i'd like you to turn turn on the t. v.,iot,iot,iot_wemo_on,iot_wemo_on,O O O O O O O O O O,O O O O O O O O O I-device_type
how tall is mount everest,qa,qa,qa_factoid,qa_factoid,O O O O B-place_name,O O O B-place_name I-place_name
what is the largest desk,qa,qa,qa_definition,qa_definition,O O O B-definition_word I-definition_word,O O O O O
where's the closest zoo to where i'm at,recommendation,recommendation,recommendation_locations,recommendation_locations,O O O O O O O O,O O O B-business_type O O O O
what is arnold schwarzenegger's birthday,qa,qa,qa_factoid,qa_factoid,O O B-person I-person O,O O B-person I-person B-event_name
what is the increase in stock value over the past week of disney,qa,qa,qa_stock,qa_stock,O O O O O O O O O O O O B-business_name,O O O O O O O O O B-date I-time O B-business_name
what are pounds worth right now,qa,qa,qa_currency,qa_factoid,O O B-currency_name O O O,O O O O O O
has the dollar rate increased,qa,qa,qa_currency,qa_currency,O O O O O,O O B-currency_name O O
what is an electronic emissions system,qa,qa,qa_definition,qa_definition,O O O B-definition_word I-definition_word I-definition_word,O O O B-definition_word O O
what's the exchange rates between u. s. a. and china,qa,qa,qa_currency,qa_currency,O O O O O B-place_name I-place_name I-place_name O B-place_name,O O O O O B-currency_name I-currency_name I-currency_name O B-currency_name
what's the currency exchange rate for china,qa,qa,qa_currency,qa_currency,O O O O O O B-place_name,O O O O O O B-currency_name
what's the currency exchange rate for china,qa,qa,qa_currency,qa_currency,O O O O O O B-place_name,O O O O O O B-currency_name
please pull up the wikipedia article on glass blowing,general,general,general_quirky,general_quirky,O O O O O O O O O,O O O O O O O B-news_topic I-definition_word
what's a parsec,qa,qa,qa_factoid,qa_definition,O O O,O O B-definition_word
what is the exchange rate between us and mexico,qa,qa,qa_currency,qa_currency,O O O O O O B-currency_name O B-currency_name,O O O O O O B-currency_name O B-place_name
what is the exchange rate for mexico money,qa,qa,qa_currency,qa_currency,O O O O O O B-currency_name O,O O O O O O B-place_name O
please google location and information of mount rushmore,qa,qa,qa_factoid,qa_factoid,O O O O O O O O,O O O O O O B-place_name I-place_name
what is the temperature in indianapolis indiana,qa,weather,qa_factoid,weather_query,O O O O O B-place_name I-place_name,O O O B-weather_descriptor O B-place_name I-place_name
the definition of life,qa,general,qa_definition,general_quirky,O O O B-definition_word,O O O O
tell me a place that has snow now,general,weather,general_quirky,weather_query,O O O O O O O O,O O O O O O B-weather_descriptor O
suffering consequences,qa,general,qa_definition,general_quirky,O O,O O
consequences to actions,qa,general,qa_definition,general_quirky,O O O,O O O
how much is the average house,qa,qa,qa_factoid,general_quirky,O O O O O O,O O O O O O
what are the coordinates of the equator,qa,qa,qa_factoid,qa_factoid,O O O O O B-place_name I-place_name,O O O O O O O
if a pencil cost four dollars and a book ten dollars cost how much i should pay if i buy two pencil and three book,qa,general,qa_maths,general_quirky,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O
what is the location of moldova,qa,qa,qa_factoid,qa_factoid,O O O O O O,O O O O O B-place_name
how tall is hulk hogan,qa,qa,qa_factoid,qa_factoid,O O O O O,O O O B-person I-person
one dolla equals how much inr,qa,qa,qa_currency,qa_maths,O B-currency_name O O O B-currency_name,O O O O O O
where are the rocky mountains,qa,qa,qa_factoid,qa_factoid,O O O O O,O O B-place_name I-place_name I-place_name
what's jlo up to,general,qa,general_quirky,qa_factoid,O B-person O O,O B-person O O
where are pyramids located,qa,qa,qa_factoid,qa_factoid,O O B-place_name O,O O O O
show geographic details of pyramids,qa,qa,qa_factoid,qa_factoid,O O O O B-place_name,O O O O O
show bio of rihana,qa,general,qa_factoid,general_quirky,O O O B-artist_name,O O O B-person
details on person,qa,general,qa_factoid,general_quirky,O O O,O O O
how can you get basalt,general,qa,general_quirky,qa_definition,O O O O O,O O O O O
hey what's a book,qa,general,qa_definition,qa_definition,O O O B-definition_word,O O O O
what is leonardo dicaprio's networth,qa,qa,qa_factoid,qa_factoid,O O O O O,O O B-person O O
what is the size of the united states,qa,qa,qa_factoid,qa_factoid,O O O O O O O O,O O O O O O B-place_name I-place_name
tell me about economy and g. d. p. about india versus china,general,news,general_quirky,news_query,O O O O O O O O O B-place_name O B-place_name,O O O O O B-news_topic O O O B-place_name O B-place_name
what is a hypothesis,qa,qa,qa_definition,qa_definition,O O O B-definition_word,O O O O
can many seashells did sally sell by the seashore,qa,general,qa_factoid,general_quirky,O O O O O O O O O,O O O O O O O O O
will there be a world war four,general,qa,general_quirky,qa_factoid,O O O O O O O,O O O O O O O
how much will be the world population after twenty years,general,qa,general_quirky,qa_factoid,O O O O O O O O O O,O O O O O O O O O O
tell me the profession of celebrity,qa,general,qa_factoid,general_quirky,O O O O O O,O O O O O O
what is the deepest point on earth,qa,qa,qa_factoid,qa_factoid,O O O O O O O,O O O O O O B-place_name
describe the new football game rules,general,general,general_quirky,general_quirky,O O O O O O,O O O B-definition_word O O
is angeline having a new movie this year,qa,recommendation,qa_factoid,recommendation_events,O B-person O O O O O O,O B-person O O O O B-date I-date
find route,qa,transport,qa_factoid,transport_query,O O,O O
can we go to sun,general,transport,general_quirky,transport_query,O O O O O,O O O O B-place_name
please summarize the latest george r. r. martin ice and fire book,qa,qa,qa_factoid,qa_factoid,O O O O O O O O O O O O,O O O O B-person I-person I-person I-person I-audiobook_name I-audiobook_name I-audiobook_name O
make a list about selena gomez concert schedule,lists,lists,lists_createoradd,lists_query,O O O O B-person I-person O O,O O O O B-person I-person B-event_name O
tell me if global warming is true,general,weather,general_quirky,weather_query,O O O O O O O,O O O O O O O
explain how is u. s. a. better than other countries,general,qa,general_quirky,qa_factoid,O O O B-place_name I-place_name I-place_name O O O O,O O O B-place_name I-place_name I-place_name O O O O
what is the largest active volcano on earth,qa,qa,qa_factoid,qa_factoid,O O O O O O O B-place_name,O O O O O O O O
how long will it take to travel to japan from south korea,qa,transport,qa_factoid,transport_query,O O O O O O O O B-place_name O B-place_name I-place_name,O O O O O O O O B-place_name O B-place_name I-place_name
give me the description of a television circuit,qa,qa,qa_definition,qa_definition,O O O O O O B-definition_word I-definition_word,O O O O O O B-definition_word B-definition_word
give me the description of a smartphone circuit,qa,qa,qa_definition,qa_definition,O O O O O O B-definition_word I-definition_word,O O O O O O B-definition_word B-definition_word
for how many years was abraham lincoln president of united states,qa,qa,qa_factoid,qa_factoid,O O O O O O O O O O O,O O O O O B-person I-person O O B-place_name I-place_name
tell me about the cheapest flight fares to nj today,transport,transport,transport_ticket,transport_query,O O O O O O O O B-place_name B-date,O O O O O O O O B-place_name B-date
describe item xy,qa,qa,qa_definition,qa_definition,O O O,O O B-definition_word
can you tell me about animal kingdom in amazon forest,general,qa,general_quirky,qa_factoid,O O O O O O O O B-place_name I-place_name,O O O O O B-place_name I-place_name O B-place_name I-place_name
what exactly is a resin tooth filling,qa,qa,qa_definition,qa_definition,O O O O B-definition_word I-definition_word I-definition_word,O O O O B-definition_word I-definition_word O
describe the heart stone card game,qa,qa,qa_definition,qa_definition,O O B-definition_word I-definition_word I-definition_word I-definition_word,O O B-game_name I-game_name B-game_name O
what is the difference between roman and grigorean calendar,qa,datetime,qa_factoid,datetime_query,O O O O O O O O O,O O O O O O O O O
what is the make up of the chair,qa,qa,qa_factoid,qa_definition,O O O O O O O O,O O O O O O O O
where is a walking trail near me,recommendation,recommendation,recommendation_locations,recommendation_events,O O O O O O O,O O O O O O O
his hardword is properly quead,general,qa,general_quirky,qa_definition,O O O O O,O O O O O
to compare in people,qa,general,qa_factoid,general_quirky,O O O O,O O O O
what are the climatic conditions in that area,qa,weather,qa_factoid,weather_query,O O O O O O O O,O O O O O O O O
what is the least tornado prone state in the entire us,qa,qa,qa_factoid,qa_factoid,O O O O O O O O O O B-place_name,O O O O O O O O O O O
please describe that object for me,qa,qa,qa_definition,qa_definition,O O O O O O,O O O B-definition_word O O
in which field does that person excel in,qa,general,qa_factoid,general_quirky,O O O O O O O O,O O O O O O O O
where was president madison born,qa,qa,qa_factoid,qa_factoid,O O O B-person O,O O B-person I-person O
look up,general,qa,general_quirky,qa_factoid,O O,O O
internet please,general,qa,general_quirky,qa_factoid,O O,O O
iphone seven description,qa,qa,qa_definition,qa_definition,B-definition_word I-definition_word O,B-definition_word O O
how much is one american dollars worth in england,qa,qa,qa_currency,qa_currency,O O O O B-currency_name I-currency_name O O B-currency_name,O O O O O O O O B-place_name
how much is one dollar in pounds,qa,qa,qa_currency,qa_currency,O O O O B-currency_name O B-currency_name,O O O O O O O
which pole is colder south or north,qa,qa,qa_factoid,qa_factoid,O O O O O O O,O O O O B-place_name O O
what is the geology of this location,general,qa,general_quirky,qa_factoid,O O O O O O O,O O O O O O O
how many euros can i get for one dollar,qa,qa,qa_currency,qa_currency,O O B-currency_name O O O O O B-currency_name,O O O O O O O O B-currency_name
check my social networks,social,social,social_query,social_query,O O B-media_type I-media_type,O O O O
can you upload my latest selfie in my facebook account,social,social,social_post,social_post,O O O O O O O O B-media_type I-media_type,O O O O O O O O B-media_type O
do i have any new friend requests,social,calendar,social_query,calendar_query,O O O O O O O,O O O O O B-relation O
birthday wishes,social,calendar,social_post,calendar_set,B-event_name O,B-event_name O
wedding wishes,social,general,social_post,general_quirky,B-event_name O,B-event_name O
share in friends post,social,social,social_post,social_post,O O O O,O O B-business_name I-business_name
post in twitter my visit to japan,social,social,social_post,social_post,O O B-media_type O O O O,O O B-media_type O O O B-place_name
what going on,social,recommendation,social_query,recommendation_events,O O O,O O O
new updates,social,news,social_query,news_query,O O,O O
give me my facebook update every three hours,social,social,social_query,social_query,O O O B-media_type O B-general_frequency I-general_frequency I-general_frequency,O O O B-media_type O B-general_frequency I-time I-time
what is the trending now,news,news,news_query,news_query,O O O O O,O O O B-news_topic O
show me latest notifications,social,calendar,social_query,calendar_query,O O O O,O O O O
my trip to goa photo post it on instagram,social,social,social_post,social_post,O O O O O O O O B-media_type,O O O B-place_name O O O O B-media_type
post this to my facebook l. o. l.,social,social,social_post,social_post,O O O O B-media_type O O O,O O O O B-media_type B-business_name I-business_name I-business_name
post a new status on facebook saying that i am enjoying the nice weather,social,social,social_post,social_post,O O O O O B-media_type O O O O O O B-weather_descriptor I-weather_descriptor,O O O O O B-media_type O O O O O O O O
has anyone follow me today on twitter today,social,social,social_query,social_query,O O O O O O B-media_type B-date,O O O O B-date O B-media_type B-date
do i have any notifications from social media,calendar,social,calendar_query,social_query,O O O O O O O O,O O O O O O O O
i want to thank everyone for the birthday wishes,social,general,social_post,general_quirky,O O O O O O O B-event_name O,O O O O O O O B-event_name O
anything new on insta,social,email,social_query,email_query,O O O B-media_type,O O O O
who is doing facebook live right now,social,social,social_query,social_query,O O O B-media_type I-media_type O O,O O O B-media_type O O O
open twitter send message,social,social,social_post,social_post,O B-business_name O O,O B-media_type O O
get me a person a. s. a. p.,social,general,social_post,general_quirky,O O O O O O O O,O O O O O O O O
two thumbs down at companyname,social,social,social_post,social_post,O O O B-business_name I-business_name,O O O O B-business_name
send a tweet about sonys volume issues,social,social,social_post,social_post,O O B-media_type O B-business_name O O,O O B-media_type O O O O
tweet at united airlines i'm angry you lost my bags,social,social,social_post,social_post,B-media_type O B-business_name I-business_name O O O O O O,B-media_type B-business_name B-business_name I-business_name O O O O O O
tweet a complaint for the online bookstore,social,social,social_post,social_post,B-media_type O O O O B-business_name I-business_name,B-media_type O O O O O O
clear out the problem,general,lists,general_quirky,calendar_remove,O O O O,O O O O
open gallery post picture name,social,social,social_post,social_post,O B-media_type O O O,O I-business_name I-business_name O O
tweet complain at comcast,social,social,social_post,social_post,B-media_type O B-business_name I-business_name,B-media_type O O B-business_name
tweet complain at comcast,social,social,social_post,social_post,B-media_type O B-business_name I-business_name,B-media_type O O B-business_name
post a tweet as follows very bad follow up by a. b. c. company not satisfied in my account,social,social,social_post,social_post,O O B-media_type O O O O O O O O O O O O O O O O,O O B-media_type O O O O O O O B-business_name I-business_name I-business_name O O O O O O
tweet mcdonald's down reseda has terrible service,social,social,social_post,social_post,B-media_type O O O O O O,B-media_type B-business_name O O O O O
tweet complaint to at,social,social,social_post,social_post,B-media_type O O O,B-media_type O O B-business_name
tweet to google costumer service my new nexus phone stop working help please,social,social,social_post,social_post,B-media_type O O O O O O O O O O O O,B-media_type O B-business_name I-business_name I-business_name O O O O O O O O
post my latest entry to twitter at n.s.a.,social,social,social_post,social_post,O O O O O B-media_type B-business_name I-business_name,O O O O O B-media_type O B-business_name
tweet to apple about non receipt of iphone i sent for repairs last week,social,social,social_post,social_post,B-media_type O B-business_name O O O O O O O O O O O,B-media_type O B-business_name O O O O O O O O O B-date I-date
hello my item which i bought from some one has gone out of order,social,lists,social_post,lists_createoradd,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
add this person's email,email,email,email_addcontact,email_addcontact,O O O B-personal_info,O O O O
where seth lives,email,qa,email_querycontact,qa_factoid,O B-person B-personal_info,O B-person O
here is a new email address to be added to the contacts,email,email,email_sendemail,email_addcontact,O O O O O O O O O O O O,O O O O O O O O O O O O
topic,email,news,email_query,news_query,O,O
how its come to us,email,email,email_sendemail,email_query,O O O O O,O O O O O
how we can get credit,email,general,email_sendemail,general_quirky,O O O O O,O O O O O
send a reply if it is very important,email,email,email_query,email_sendemail,O O O O O O O O,O O O O O O O O
if it is from a very familiar place mark it as important,email,general,email_query,general_quirky,O O O O O O O O O O O O,O O O O O O O O O O O O
what is the email address for tessa,email,email,email_querycontact,email_querycontact,O O O B-personal_info I-personal_info O B-person,O O O B-personal_info B-personal_info O B-person
send an email to rohit saying i am busy tomorrow,email,email,email_sendemail,email_sendemail,O O O O B-person O O O O O,O O O O B-person O O O O B-date
check outlook,email,weather,email_query,calendar_query,O O,O O
this new email should be added to my contact,email,email,email_sendemail,email_addcontact,O O O O O O O O O,O O O O O O O O O
remember this email,email,email,email_addcontact,email_query,O O O,O O O
have any emails arrived in the last fifteen minutes,email,email,email_query,email_query,O O O O O O O B-time I-time,O O O O O O B-time I-time I-time
any mail from amazon today,email,email,email_query,email_query,O O O B-person B-date,O O O B-business_name B-date
open contacts,email,email,email_addcontact,email_querycontact,O O,O O
is it anyone i knows birthday this month,email,calendar,email_querycontact,calendar_query,O O O O O B-event_name B-date I-date,O O O O O B-event_name B-date I-date
send email to joe at a. o. l. dot com,email,email,email_sendemail,email_sendemail,O O O B-email_address I-email_address I-email_address I-email_address I-email_address I-email_address I-email_address,O O O B-person I-email_address I-email_address I-email_address I-email_address I-email_address I-email_address
how do i reach sarah,email,email,email_querycontact,email_querycontact,O O O B-personal_info B-person,O O O O B-person
initiate polling for new email,email,email,email_query,email_sendemail,O O O O O,O O O O O
please send an email to cassy who is there on my family and friend list,email,email,email_sendemail,email_sendemail,O O O O O B-person O O O O O B-relation O B-relation O,O O O O O B-person O O O O O B-relation I-list_name I-list_name O
did i email tom on the subject of gun control,email,email,email_query,email_query,O O O B-person O O O O O O,O O O B-person O O O O O I-news_topic
add new email to my contacts macs at gmail dot com,email,email,email_addcontact,email_addcontact,O O O O O O B-email_address I-email_address I-email_address I-email_address I-email_address,O O O O O O I-email_address I-email_address I-email_address I-email_address I-email_address
new message to newmail at gmail dot com,email,email,email_sendemail,email_sendemail,O O O B-email_address I-email_address I-email_address I-email_address I-email_address,O O O I-email_address I-email_address I-email_address I-email_address I-email_address
do i have any new emails from my contact q.,email,email,email_query,email_query,O O O O O O O O O O,O O O O O O O O O B-person
add a new email for julie smith,email,email,email_sendemail,email_addcontact,O O O O O B-person I-person,O O O O O B-person I-person
